date_new,Id_check,ID_client,Count_products,Sum_payment
2015-10-01,1951445,112005,0.394,14732
2015-10-01,1951445,112005,5.000,11171
2015-10-01,1951445,112005,1.000,24869
2015-10-01,1951445,112005,2.000,24139
2015-10-01,1951445,112005,2.000,17.26
2015-10-01,1951445,112005,1.000,12816
2015-10-01,1951445,112005,1.000,46055
2015-10-01,1951445,112005,1.000,16.80
2015-10-01,1951445,112005,0.232,23102
2015-12-01,2091183,112005,3.000,13.95
2015-12-01,2091183,112005,1.000,13.20
2015-12-01,2091183,112005,3.000,19.35
2015-12-01,2091183,112005,4.174,44743
2015-12-01,2091183,112005,1.000,43101
2015-12-01,2091183,112005,1.000,43101
2015-12-01,2091183,112005,2.000,11994
2015-12-01,2099008,112005,3.000,16.98
2015-12-01,2099008,112005,3.374,30803
2015-12-01,2099008,112005,1.000,12055
2015-12-01,2099008,112005,1.000,15.79
2015-12-01,2099008,112005,1.000,15646
2015-12-01,2099008,112005,1.000,27791
2015-12-01,2099008,112005,1.000,13.20
2015-12-01,2099008,112005,2.000,14124
2015-12-01,2099008,112005,2.000,14124
2015-12-01,2101146,112005,1.000,25294
2015-12-01,2101146,112005,1.000,25294
2015-12-01,2101146,112005,2.000,47027
2015-12-01,2101146,112005,2.000,29312
2015-12-01,2101146,112005,1.000,45292
2015-12-01,2101146,112005,0.160,46145
2015-12-01,2101146,112005,10.000,18384
2015-12-01,2101146,112005,3.000,16.98
2015-12-01,2101146,112005,10.000,14611
2015-12-01,2103429,112005,0.164,46145
2015-12-01,2103429,112005,1.118,30926
2015-12-01,2103429,112005,2.000,11994
2015-12-01,2103429,112005,1.000,19146
2015-12-01,2103429,112005,3.000,15.42
2015-12-01,2103429,112005,2.000,14124
2015-12-01,2103429,112005,2.000,14124
2015-12-01,2108357,112005,2.000,14124
2015-12-01,2108357,112005,1.000,25294
2015-12-01,2108357,112005,4.000,20.56
2015-12-01,2108357,112005,1.000,14642
2015-12-01,2108357,112005,1.000,17564
2015-12-01,2108357,112005,1.000,46205
2015-12-01,2108357,112005,3.000,17.67
2015-12-01,2108357,112005,1.834,42795
2015-12-01,2114900,112005,2.458,45748
2015-12-01,2114900,112005,4.000,23.96
2015-12-01,2114900,112005,1.000,29587
2015-12-01,2114900,112005,0.150,28887
2015-12-01,2114900,112005,2.000,14124
2015-12-01,2114900,112005,1.000,25294
2015-12-01,2114900,112005,1.000,31503
2015-12-01,2123921,112005,1.000,14642
2015-12-01,2123921,112005,1.000,26207
2015-12-01,2123921,112005,3.000,20.37
2015-12-01,2123921,112005,3.000,29221
2015-12-01,2123921,112005,1.832,42795
2015-12-01,2123921,112005,1.000,43739
2015-12-01,2123921,112005,15.000,25781
2015-12-01,2123921,112005,0.194,31837
2015-12-01,2126383,112005,15.000,25781
2015-12-01,2126383,112005,1.086,32143
2015-12-01,2126383,112005,2.000,13.98
2015-12-01,2126383,112005,10.000,14611
2015-12-01,2126383,112005,2.000,29312
2015-12-01,2126383,112005,1.000,35765
2015-12-01,2126383,112005,1.000,41760
2015-12-01,2126383,112005,1.000,25294
2015-12-01,2126383,112005,1.000,36342
2016-01-01,2128540,112005,1.000,23224
2016-01-01,2128540,112005,1.000,25294
2016-01-01,2128540,112005,2.000,25.94
2016-01-01,2128540,112005,1.000,14642
2016-01-01,2128540,112005,0.804,22737
2016-01-01,2128540,112005,2.000,13.98
2016-01-01,2128540,112005,1.722,35827
2016-01-01,2128540,112005,15.000,25781
2016-01-01,2128540,112005,1.000,0.71
2016-01-01,2134787,112005,1.000,28946
2016-01-01,2134787,112005,10.000,29342
2016-01-01,2134787,112005,1.000,12055
2016-01-01,2134787,112005,1.208,46267
2016-01-01,2134787,112005,2.000,13.98
2016-01-01,2134787,112005,0.322,15036
2016-01-01,2134787,112005,2.000,29312
2016-01-01,2134787,112005,1.000,17564
2016-01-01,2134787,112005,1.000,35765
2016-01-01,2134787,112005,1.000,36342
2016-01-01,2134787,112005,0.324,19450
2016-01-01,2136814,112005,1.000,36342
2016-01-01,2136814,112005,1.000,35765
2016-01-01,2136814,112005,2.000,14124
2016-01-01,2136814,112005,0.676,32568
2016-01-01,2136814,112005,1.000,11689
2016-01-01,2136814,112005,2.000,13.98
2016-01-01,2136814,112005,1.000,43101
2016-01-01,2136814,112005,1.000,43101
2016-01-01,2136814,112005,15.000,25781
2016-01-01,2136814,112005,2.000,0.54
2016-01-01,2136814,112005,1.000,0.71
2016-01-01,2138765,112005,3.000,0.81
2016-01-01,2138765,112005,2.000,13.98
2016-01-01,2138765,112005,1.000,0.70
2016-01-01,2138765,112005,2.000,14124
2016-01-01,2138765,112005,1.000,35765
2016-01-01,2138765,112005,1.000,14642
2016-01-01,2138765,112005,1.000,46205
2016-01-01,2138765,112005,1.000,33817
2016-01-01,2169836,112005,1.000,24838
2016-01-01,2169836,112005,1.000,36342
2016-01-01,2169836,112005,1.000,35765
2016-01-01,2169836,112005,0.498,47331
2016-01-01,2169836,112005,1.000,25294
2016-01-01,2169836,112005,0.870,18629
2016-01-01,2169836,112005,1.000,27791
2016-01-01,2169836,112005,1.000,21551
2016-01-01,2169836,112005,4.308,43678
2016-01-01,2169836,112005,1.000,32387
2016-01-01,2169836,112005,0.122,21947
2016-01-01,2169836,112005,0.136,45352
2016-01-01,2169836,112005,1.000,27515
2016-01-01,2169836,112005,5.000,45748
2016-01-01,2169836,112005,0.084,46267
2016-01-01,2169836,112005,0.134,23071
2016-01-01,2172154,112005,0.460,46334
2016-01-01,2172154,112005,0.158,34366
2016-01-01,2172154,112005,4.000,46235
2016-01-01,2172154,112005,2.000,21186
2016-01-01,2172154,112005,1.000,46239
2016-01-01,2172154,112005,1.230,16285
2016-01-01,2172154,112005,1.000,35765
2016-01-01,2172154,112005,2.000,41730
2016-01-01,2172154,112005,1.000,36342
2016-01-01,2172154,112005,0.208,30407
2016-01-01,2176971,112005,1.000,33817
2016-01-01,2176971,112005,1.000,36342
2016-01-01,2176971,112005,1.000,17564
2016-01-01,2176971,112005,3.000,38.91
2016-01-01,2176971,112005,1.000,46239
2016-01-01,2176971,112005,2.000,16893
2016-01-01,2176971,112005,3.960,15585
2016-01-01,2190248,112005,6.080,13820
2016-01-01,2190248,112005,2.554,42491
2016-01-01,2190248,112005,1.000,15.79
2016-01-01,2190248,112005,1.000,46239
2016-01-01,2190248,112005,1.000,35765
2016-01-01,2190248,112005,0.428,41456
2016-01-01,2190248,112005,1.000,46205
2016-02-01,2214927,112005,0.408,31564
2016-02-01,2214927,112005,1.000,35765
2016-02-01,2214927,112005,1.000,46150
2016-02-01,2214927,112005,2.000,46023
2016-02-01,2214927,112005,1.000,33817
2016-02-01,2214927,112005,1.750,19784
2016-02-01,2214927,112005,2.000,16132
2016-02-01,2214927,112005,1.000,47209
2016-02-01,2214927,112005,1.064,14671
2016-02-01,2214927,112005,3.000,27791
2016-02-01,2214927,112005,10.000,14611
2016-02-01,2219852,112005,1.262,12298
2016-02-01,2219852,112005,3.208,6.00
2016-02-01,2219852,112005,1.000,46150
2016-02-01,2219852,112005,1.000,12055
2016-02-01,2219852,112005,2.000,25.94
2016-02-01,2226400,112005,2.000,25.94
2016-02-01,2226400,112005,1.000,14642
2016-02-01,2226400,112005,1.000,46239
2016-02-01,2226400,112005,1.000,46150
2016-02-01,2226400,112005,5.028,26207
2016-02-01,2226400,112005,1.000,0.83
2016-02-01,2226400,112005,1.270,20852
2016-02-01,2226400,112005,1.000,44317
2016-02-01,2228575,112005,2.000,30682
2016-02-01,2228575,112005,3.912,12267
2016-02-01,2228575,112005,0.192,42430
2016-02-01,2228575,112005,1.000,46150
2016-02-01,2228575,112005,1.000,31809
2016-02-01,2228575,112005,1.000,46239
2016-02-01,2228575,112005,1.000,46239
2016-02-01,2228575,112005,2.000,25.94
2016-02-01,2228575,112005,0.402,27912
2016-02-01,2248904,112005,1.000,35765
2016-02-01,2248904,112005,1.000,33786
2016-02-01,2248904,112005,1.000,46239
2016-02-01,2248904,112005,1.000,33817
2016-02-01,2248904,112005,1.000,11720
2016-02-01,2248904,112005,2.220,17624
2016-02-01,2248904,112005,1.000,20880
2016-02-01,2248904,112005,3.434,26238
2016-02-01,2248904,112005,0.474,27515
2016-02-01,2251508,112005,1.680,26785
2016-02-01,2251508,112005,1.210,23102
2016-02-01,2251508,112005,1.976,36220
2016-02-01,2251508,112005,1.000,43132
2016-02-01,2251508,112005,1.066,23132
2016-02-01,2251508,112005,1.000,35612
2016-02-01,2251508,112005,0.568,26330
2016-02-01,2251508,112005,2.000,25.94
2016-02-01,2251508,112005,1.000,14642
2016-02-01,2251508,112005,1.000,46205
2016-02-01,2261569,112005,1.000,33786
2016-02-01,2261569,112005,1.000,35765
2016-02-01,2261569,112005,2.000,10959
2016-02-01,2261569,112005,1.000,43678
2016-02-01,2261569,112005,1.000,0.83
2016-02-01,2261569,112005,3.018,46301
2016-02-01,2261569,112005,1.816,16.31
2016-02-01,2264553,112005,5.000,12905
2016-02-01,2264553,112005,1.000,20880
2016-02-01,2264553,112005,0.550,19207
2016-02-01,2264553,112005,1.010,35855
2016-02-01,2264553,112005,1.854,27454
2016-02-01,2264553,112005,1.000,6.00
2016-02-01,2264553,112005,1.000,46178
2016-02-01,2264553,112005,2.000,16.38
2016-02-01,2264553,112005,1.000,35765
2016-02-01,2264553,112005,1.000,33786
2016-03-01,2277203,112005,1.000,33786
2016-03-01,2277203,112005,2.000,25.94
2016-03-01,2277203,112005,2.000,16.38
2016-03-01,2277203,112005,2.000,10959
2016-03-01,2277203,112005,1.000,0.80
2016-03-01,2277203,112005,1.000,33817
2016-03-01,2277203,112005,3.000,20.97
2016-03-01,2277203,112005,0.146,33298
2016-03-01,2277203,112005,10.000,18264
2016-03-01,2279867,112005,0.446,33390
2016-03-01,2279867,112005,4.000,24898
2016-03-01,2279867,112005,2.000,13.98
2016-03-01,2279867,112005,2.000,25.94
2016-03-01,2292788,112005,2.000,25.94
2016-03-01,2292788,112005,1.000,43678
2016-03-01,2292788,112005,3.000,21.57
2016-03-01,2292788,112005,4.172,15919
2016-03-01,2292788,112005,2.000,30682
2016-03-01,2292788,112005,10.000,18264
2016-03-01,2296596,112005,1.000,33604
2016-03-01,2296596,112005,1.000,20880
2016-03-01,2296596,112005,2.524,46300
2016-03-01,2296596,112005,2.000,14.38
2016-03-01,2296596,112005,4.000,46235
2016-03-01,2296596,112005,1.000,43678
2016-03-01,2296596,112005,1.000,33817
2016-03-01,2296596,112005,1.000,35765
2016-03-01,2306382,112005,1.000,35765
2016-03-01,2306382,112005,1.000,14642
2016-03-01,2306382,112005,1.000,43678
2016-03-01,2306382,112005,15.000,14916
2016-03-01,2306382,112005,3.000,23.55
2016-03-01,2306382,112005,0.508,30437
2016-03-01,2306382,112005,2.792,46336
2016-03-01,2309388,112005,3.338,46246
2016-03-01,2309388,112005,1.000,43862
2016-03-01,2309388,112005,3.000,23.55
2016-03-01,2309388,112005,2.772,22037
2016-03-01,2309388,112005,1.000,20607
2016-03-01,2309388,112005,1.000,43678
2016-03-01,2309388,112005,0.300,29312
2016-03-01,2309388,112005,1.000,17564
2016-03-01,2309388,112005,1.000,46205
2016-03-01,2309388,112005,1.000,35765
2016-03-01,2318793,112005,1.000,33786
2016-03-01,2318793,112005,1.000,17564
2016-03-01,2318793,112005,1.000,14642
2016-03-01,2318793,112005,1.000,43678
2016-03-01,2318793,112005,2.040,46360
2016-03-01,2318793,112005,3.000,24.57
2016-03-01,2318793,112005,1.610,36281
2016-03-01,2321620,112005,2.590,23255
2016-03-01,2321620,112005,3.000,26696
2016-03-01,2321620,112005,2.000,16.38
2016-03-01,2321620,112005,1.746,19419
2016-03-01,2321620,112005,1.000,46150
2016-03-01,2321620,112005,1.000,46205
2016-03-01,2321620,112005,1.000,35765
2016-03-01,2321620,112005,1.000,46143
2016-03-01,2337531,112005,1.000,43862
2016-03-01,2337531,112005,1.000,35765
2016-03-01,2337531,112005,1.000,14642
2016-03-01,2337531,112005,1.000,17564
2016-03-01,2337531,112005,1.000,43678
2016-03-01,2337531,112005,1.550,41334
2016-03-01,2337531,112005,10.000,22098
2016-03-01,2337531,112005,6.000,29221
2016-03-01,2337531,112005,2.390,20.96
2016-03-01,2337531,112005,2.000,29952
2016-03-01,2337531,112005,1.000,43862
2016-03-01,2340192,112005,10.000,18264
2016-03-01,2340192,112005,1.792,16.84
2016-03-01,2340192,112005,3.000,0.93
2016-03-01,2340192,112005,1.000,46148
2016-03-01,2340192,112005,1.728,17958
2016-03-01,2340192,112005,0.210,12510
2016-03-01,2340192,112005,1.000,43678
2016-03-01,2340192,112005,2.000,11689
2016-03-01,2340192,112005,1.000,46176
2016-03-01,2340192,112005,1.000,14642
2016-03-01,2340192,112005,1.000,35765
2016-03-01,2340192,112005,1.000,29677
2016-03-01,2343011,112005,1.000,35765
2016-03-01,2343011,112005,1.000,33786
2016-03-01,2343011,112005,1.000,43678
2016-03-01,2343011,112005,1.612,46082
2016-03-01,2343011,112005,3.000,33604
2016-03-01,2343011,112005,1.780,16.73
2016-03-01,2343011,112005,3.000,26696
2016-03-01,2343011,112005,3.426,35339
2016-03-01,2345713,112005,1.838,32264
2016-03-01,2345713,112005,1.774,16.68
2016-03-01,2345713,112005,0.192,43191
2016-03-01,2345713,112005,2.000,0.62
2016-03-01,2345713,112005,1.000,15738
2016-03-01,2345713,112005,2.000,16.38
2016-03-01,2345713,112005,2.000,15.84
2016-03-01,2345713,112005,1.000,35765
2016-04-01,2354774,112005,2.000,15.84
2016-04-01,2354774,112005,1.000,14642
2016-04-01,2354774,112005,1.000,46150
2016-04-01,2354774,112005,7.000,46297
2016-04-01,2354774,112005,0.488,23498
2016-04-01,2354774,112005,1.148,11720
2016-04-01,2354774,112005,1.556,14.55
2016-04-01,2359959,112005,1.742,16.29
2016-04-01,2359959,112005,1.086,14124
2016-04-01,2359959,112005,1.000,43678
2016-04-01,2359959,112005,1.000,14642
2016-04-01,2359959,112005,1.000,17564
2016-04-01,2359959,112005,4.000,20.76
2016-04-01,2362671,112005,1.000,14642
2016-04-01,2362671,112005,1.000,46205
2016-04-01,2362671,112005,2.000,16.38
2016-04-01,2362671,112005,0.314,42856
2016-04-01,2362671,112005,1.000,33239
2016-04-01,2362671,112005,1.000,0.95
2016-04-01,2362671,112005,1.992,18.63
2016-04-01,2362671,112005,2.148,42917
2016-04-01,2362671,112005,1.000,42856
2016-04-01,2362671,112005,1.000,20333
2016-04-01,2362671,112005,1.000,45444
2016-04-01,2362671,112005,0.200,46082
2016-04-01,2362671,112005,1.000,30742
2016-04-01,2362671,112005,1.000,14277
2016-04-01,2369715,112005,4.000,45292
2016-04-01,2369715,112005,1.616,46082
2016-04-01,2369723,112005,0.648,18780
2016-04-01,2369723,112005,1.000,17.14
2016-04-01,2369723,112005,1.000,16772
2016-04-01,2369715,112005,10.000,18264
2016-04-01,2369723,112005,2.000,11.00
2016-04-01,2369723,112005,0.170,33664
2016-04-01,2369715,112005,1.226,46269
2016-04-01,2369715,112005,1.880,17.58
2016-04-01,2369723,112005,1.000,19572
2016-04-01,2369715,112005,1.000,43678
2016-04-01,2369715,112005,1.000,46205
2016-04-01,2369723,112005,1.000,46205
2016-04-01,2369715,112005,1.000,17564
2016-04-01,2369715,112005,1.000,35765
2016-04-01,2369723,112005,1.000,27912
2016-04-01,2369715,112005,1.000,42856
2016-04-01,2369723,112005,0.342,33359
2016-04-01,2372005,112005,1.000,33786
2016-04-01,2372005,112005,1.000,35765
2016-04-01,2372005,112005,0.478,46364
2016-04-01,2372005,112005,1.000,43678
2016-04-01,2372005,112005,2.000,13881
2016-04-01,2372005,112005,1.498,46036
2016-04-01,2372005,112005,0.408,46874
2016-04-01,2372005,112005,1.000,23377
2016-04-01,2372005,112005,1.000,0.83
2016-04-01,2372005,112005,1.000,46148
2016-04-01,2379998,112005,1.000,27760
2016-04-01,2379998,112005,1.000,14671
2016-04-01,2379998,112005,0.324,46874
2016-04-01,2379998,112005,2.684,46320
2016-04-01,2379998,112005,0.212,14336
2016-04-01,2379998,112005,1.000,17654
2016-04-01,2379998,112005,1.000,31168
2016-04-01,2379998,112005,2.000,16.38
2016-04-01,2391894,112005,1.000,43678
2016-04-01,2391894,112005,1.000,44440
2016-04-01,2391894,112005,1.000,14642
2016-04-01,2391894,112005,1.000,46205
2016-04-01,2391894,112005,1.000,36220
2016-04-01,2391894,112005,1.978,18.49
2016-04-01,2391894,112005,1.718,14427
2016-04-01,2391894,112005,1.000,27760
2016-04-01,2391894,112005,1.000,46148
2016-04-01,2391894,112005,6.000,29221
2016-04-01,2394597,112005,1.000,23377
2016-04-01,2394597,112005,1.000,46178
2016-04-01,2394597,112005,0.894,29587
2016-04-01,2394597,112005,1.470,11841
2016-04-01,2394597,112005,0.490,23590
2016-04-01,2394597,112005,0.314,19085
2016-04-01,2394597,112005,0.280,22706
2016-04-01,2394597,112005,1.000,42491
2016-04-01,2394597,112005,1.000,46205
2016-04-01,2394597,112005,1.000,14642
2016-04-01,2394597,112005,1.000,35400
2016-04-01,2394597,112005,0.206,14305
2016-04-01,2397578,112005,1.000,43678
2016-04-01,2397578,112005,2.000,25.92
2016-04-01,2397578,112005,1.938,46374
2016-04-01,2397578,112005,1.234,11444
2016-04-01,2397578,112005,0.882,28491
2016-04-01,2397578,112005,2.000,19115
2016-04-01,2404496,112005,3.000,46966
2016-04-01,2404496,112005,1.000,27760
2016-04-01,2404496,112005,1.952,18.25
2016-04-01,2404496,112005,1.000,16742
2016-04-01,2404496,112005,1.000,42430
2016-04-01,2404496,112005,1.000,35400
2016-04-01,2404496,112005,1.000,17564
2016-04-01,2404496,112005,1.000,46205
2016-04-01,2404496,112005,1.000,42856
2016-04-01,2404496,112005,1.000,12632
2016-04-01,2404496,112005,1.000,0.69
2016-04-01,2407103,112005,1.000,26299
2016-04-01,2407103,112005,1.000,44440
2016-04-01,2407103,112005,1.000,12632
2016-04-01,2407103,112005,1.000,35400
2016-04-01,2407103,112005,0.444,19906
2016-04-01,2407103,112005,0.946,46273
2016-04-01,2407103,112005,3.000,46966
2016-04-01,2412554,112005,3.000,46966
2016-04-01,2412554,112005,1.000,46148
2016-04-01,2412554,112005,1.000,15827
2016-04-01,2412554,112005,1.408,22828
2016-04-01,2412554,112005,2.302,21.52
2016-04-01,2412554,112005,1.122,41760
2016-04-01,2412554,112005,0.348,33359
2016-04-01,2412554,112005,1.000,35400
2016-04-01,2412554,112005,1.000,46055
2016-04-01,2412554,112005,1.000,17564
2016-04-01,2412554,112005,1.000,13547
2016-04-01,2412554,112005,2.000,16.68
2016-04-01,2412554,112005,1.000,26299
2016-04-01,2415535,112005,1.000,26299
2016-04-01,2415535,112005,1.000,0.69
2016-04-01,2415535,112005,2.000,16.68
2016-04-01,2415535,112005,1.000,46055
2016-04-01,2415535,112005,2.000,25.92
2016-04-01,2415535,112005,1.000,19146
2016-04-01,2415535,112005,2.646,24.74
2016-04-01,2415535,112005,3.000,21217
2016-04-01,2415535,112005,1.000,34700
2016-04-01,2415535,112005,3.000,46966
2016-04-01,2415535,112005,1.000,15554
2016-05-01,2419711,112005,3.000,46966
2016-05-01,2419711,112005,0.742,24929
2016-05-01,2419711,112005,0.174,42064
2016-05-01,2419711,112005,1.000,35400
2016-05-01,2419711,112005,0.382,18050
2016-05-01,2419711,112005,1.000,13547
2016-05-01,2419711,112005,1.000,17564
2016-05-01,2419711,112005,1.000,12632
2016-05-01,2419711,112005,1.000,21794
2016-05-01,2424598,112005,1.000,26299
2016-05-01,2424598,112005,2.000,16.68
2016-05-01,2424598,112005,1.000,17564
2016-05-01,2424598,112005,1.000,46055
2016-05-01,2424598,112005,1.000,33786
2016-05-01,2424598,112005,1.000,35400
2016-05-01,2424598,112005,10.000,18264
2016-05-01,2424598,112005,2.690,25.15
2016-05-01,2424598,112005,3.000,46966
2016-05-01,2424598,112005,1.000,34700
2016-05-01,2424598,112005,1.712,25294
2016-05-01,2427565,112005,1.000,46178
2016-05-01,2427565,112005,1.000,0.95
2016-05-01,2427565,112005,1.000,0.95
2016-05-01,2427565,112005,1.000,0.95
2016-05-01,2427565,112005,1.000,0.99
2016-05-01,2427565,112005,1.000,27515
2016-05-01,2427565,112005,1.000,27791
2016-05-01,2427565,112005,3.000,33270
2016-05-01,2427565,112005,0.460,18872
2016-05-01,2427565,112005,1.000,35400
2016-05-01,2427565,112005,1.000,33786
2016-05-01,2427565,112005,1.000,18019
2016-05-01,2427565,112005,1.000,13547
2016-05-01,2427565,112005,1.000,12632
2016-05-01,2427565,112005,1.000,46092
2016-05-01,2427565,112005,1.000,0.95
2016-05-01,2427565,112005,1.000,22037
2016-05-01,2429985,112005,2.000,46116
2016-05-01,2429985,112005,2.000,25.92
2016-05-01,2429985,112005,1.000,19146
2016-05-01,2429985,112005,1.000,15067
2016-05-01,2429985,112005,0.146,17227
2016-05-01,2429985,112005,0.574,22706
2016-05-01,2429985,112005,3.000,21217
2016-05-01,2429985,112005,3.000,46966
2016-05-01,2429985,112005,1.000,46362
2016-05-01,2436258,112005,3.000,46966
2016-05-01,2436258,112005,1.000,0.82
2016-05-01,2436258,112005,4.000,32203
2016-05-01,2436258,112005,10.000,44044
2016-05-01,2436258,112005,1.000,34700
2016-05-01,2436258,112005,0.896,14093
2016-05-01,2436258,112005,1.000,23408
2016-05-01,2436258,112005,3.000,38.88
2016-05-01,2436258,112005,1.000,46055
2016-05-01,2436258,112005,1.000,21794
2016-05-01,2436258,112005,1.000,26299
2016-05-01,2436258,112005,2.000,16.68
2016-05-01,2440633,112005,0.370,20911
2016-05-01,2440633,112005,1.000,26299
2016-05-01,2440633,112005,1.000,43862
2016-05-01,2440633,112005,5.000,25659
2016-05-01,2440633,112005,0.554,18.97
2016-05-01,2440633,112005,1.000,46055
2016-05-01,2440633,112005,1.000,46084
2016-05-01,2440633,112005,1.000,35400
2016-05-01,2440633,112005,1.000,20090
2016-05-01,2440633,112005,1.000,15067
2016-05-01,2440633,112005,1.000,36.65
2016-05-01,2440633,112005,1.000,46874
2016-05-01,2440633,112005,0.200,46065
2016-05-01,2440633,112005,1.000,18.87
2016-05-01,2440633,112005,1.000,24869
2016-05-01,2440633,112005,0.102,15738
2016-05-01,2440633,112005,0.470,33848
2016-05-01,2440633,112005,1.000,45444
2016-05-01,2440633,112005,0.512,14336
2016-05-01,2440633,112005,1.000,45444
2016-05-01,2440633,112005,10.000,29434
2016-05-01,2440633,112005,1.000,46334
2016-05-01,2440633,112005,2.000,45627
2016-05-01,2440633,112005,2.000,14185
2016-05-01,2440633,112005,1.502,17777
2016-05-01,2440633,112005,1.000,28157
2016-05-01,2440633,112005,2.000,35796
2016-05-01,2440633,112005,1.000,25659
2016-05-01,2440633,112005,1.000,33635
2016-05-01,2447838,112005,1.000,0.70
2016-05-01,2447838,112005,1.000,0.84
2016-05-01,2447838,112005,3.000,46966
2016-05-01,2447838,112005,1.000,46174
2016-05-01,2447838,112005,1.000,33604
2016-05-01,2447838,112005,10.000,18264
2016-05-01,2447838,112005,1.938,46374
2016-05-01,2447838,112005,1.040,27851
2016-05-01,2447838,112005,3.484,18.85
2016-05-01,2447838,112005,0.372,18719
2016-05-01,2447838,112005,1.000,18354
2016-05-01,2447838,112005,1.000,19146
2016-05-01,2447838,112005,1.000,35400
2016-05-01,2447838,112005,1.000,13547
2016-05-01,2447838,112005,1.000,46055
2016-05-01,2447838,112005,0.314,42856
2016-05-01,2447838,112005,1.000,25416
2016-05-01,2447838,112005,1.000,15462
2016-05-01,2453135,112005,2.000,17.38
2016-05-01,2453135,112005,1.000,21794
2016-05-01,2453135,112005,1.000,46055
2016-05-01,2453135,112005,2.000,25.92
2016-05-01,2453135,112005,1.000,19146
2016-05-01,2453135,112005,1.394,14032
2016-05-01,2453135,112005,1.946,18.20
2016-05-01,2453135,112005,3.000,46966
2016-05-01,2453135,112005,0.378,22341
2016-05-01,2459672,112005,0.382,23437
2016-05-01,2459672,112005,3.000,46966
2016-05-01,2459672,112005,2.348,21.95
2016-05-01,2459672,112005,2.464,16316
2016-05-01,2459672,112005,2.000,25.92
2016-05-01,2459672,112005,1.000,46055
2016-05-01,2459672,112005,2.000,17.38
2016-05-01,2465147,112005,1.000,25416
2016-05-01,2465147,112005,1.000,21794
2016-05-01,2465147,112005,2.000,13881
2016-05-01,2465147,112005,1.000,13547
2016-05-01,2465147,112005,1.000,17564
2016-05-01,2465147,112005,2.000,26.98
2016-05-01,2465147,112005,1.000,19146
2016-05-01,2465147,112005,1.000,13912
2016-05-01,2465147,112005,1.000,33604
2016-05-01,2465147,112005,3.000,46966
2016-05-01,2465147,112005,0.550,45778
2016-05-01,2467851,112005,0.346,11018
2016-05-01,2467851,112005,1.000,0.99
2016-05-01,2467851,112005,4.000,32203
2016-05-01,2467851,112005,1.000,29221
2016-05-01,2467851,112005,0.154,32933
2016-05-01,2467851,112005,2.002,30590
2016-05-01,2467851,112005,1.446,13.52
2016-05-01,2467851,112005,2.000,26.98
2016-05-01,2467851,112005,0.510,24320
2016-05-01,2467851,112005,1.000,13547
2016-05-01,2467851,112005,2.000,17.38
2016-05-01,2474883,112005,2.000,17.38
2016-05-01,2474883,112005,1.000,46055
2016-05-01,2474883,112005,1.000,13.49
2016-05-01,2474883,112005,1.000,19146
2016-05-01,2474883,112005,1.000,23012
2016-05-01,2474883,112005,10.000,18264
2016-05-01,2474883,112005,1.000,33604
